coin,short_venue,long_venue,iv_short,iv_long,overlap_days,apr_90d,apr_30d,apr_14d,pos_day_frac,persist_3bps,persist_10bps,persist_25bps,cond1_pos,cond7_pos,n_episodes,med_ep_days,max_ep_days,med_ep_slope_apr_day,trend_apr_pts_day,trend7_apr_pts_day,max_dd_notional,daily_std,live_gross_apr,cost_roundtrip,net_apr_14d_hold,net_apr_30d_hold,net_apr_ep_hold,flag
MSTR,aster,bybit,8.0,8.0,89.708333,-0.003326,-0.003351,-0.009449,0.351648,0.0,0.0,0.0,0.46875,0.46875,17,2,5,0.002015,6.5e-05,7.1e-05,0.001054,8.2e-05,0.0,0.0019,-0.052862,-0.026443,-0.350076,E2
BE,bitget,bybit,8.0,8.0,89.708333,-0.002912,-0.003357,-0.0012,0.076923,0.0,0.0,0.0,0.142857,0.0,6,1,2,0.0,-4e-06,-2.6e-05,0.000856,4e-05,0.0,0.0023,-0.062877,-0.030896,,E2
AAPL,aster,binance,8.0,8.0,89.708333,-0.002472,-0.003364,-0.006544,0.076923,0.0,0.0,0.0,0.285714,0.0,5,1,2,0.0,-1.6e-05,-2.3e-05,0.000608,2.3e-05,0.0,0.0018,-0.049401,-0.024372,,E2
AMZN,aster,bitget,8.0,8.0,89.708333,0.000198,-0.003391,-0.006981,0.186813,0.0,0.0,0.0,0.588235,0.588235,7,2,5,0.000398,-0.000108,-0.000101,0.000391,1.9e-05,0.0,0.002,-0.051945,-0.024135,-0.364802,E2
GOOGL,binance,bybit,8.0,8.0,89.708333,-0.004089,-0.003425,-0.00037,0.395604,0.0,0.0,0.0,0.527778,0.361111,17,2,5,-0.001162,-1.3e-05,-4.6e-05,0.001123,6.3e-05,0.00207,0.0021,-0.058839,-0.029639,-0.387339,E2
TSLA,bitget,bybit,8.0,8.0,89.708333,-0.004977,-0.003455,0.004682,0.164835,0.0,0.0,0.0,0.466667,0.333333,8,1,5,0.001419,5e-05,2e-05,0.001432,6.1e-05,0.0,0.0023,-0.064942,-0.032961,,E2
QQQ,aster,bybit,8.0,8.0,89.708333,0.000791,-0.003618,-0.000524,0.384615,0.0,0.0,0.0,0.6,0.4,14,2,10,-0.000172,-0.00026,-0.000308,0.000813,4.9e-05,0.0,0.0019,-0.048745,-0.022326,-0.345959,E2
DRAM,aster,bitget,8.0,8.0,89.708333,0.003579,-0.003747,-0.011518,0.406593,0.010989,0.0,0.0,0.621622,0.486486,14,2,12,0.000711,-0.000352,-0.000307,0.000576,7.2e-05,0.0,0.002,-0.048564,-0.020755,-0.361421,E2
TQQQ,bybit,bitget,8.0,8.0,69.375,0.000815,-0.003783,-0.009265,0.328571,0.057143,0.0,0.0,0.608696,0.434783,9,2,8,-0.003099,-0.000712,-0.000707,0.002663,0.000205,0.229512,0.0023,-0.05915,-0.027169,-0.418935,E2
HOOD,binance,bybit,8.0,8.0,89.708333,0.002167,-0.003805,0.00174,0.450549,0.0,0.0,0.0,0.609756,0.487805,16,2,6,-0.000197,-5.4e-05,-6.1e-05,0.000494,4.9e-05,0.052943,0.0021,-0.052583,-0.023383,-0.381083,E2
AMZN,aster,binance,8.0,8.0,89.708333,-0.002928,-0.003819,-0.007266,0.043956,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,-2.9e-05,-3.5e-05,0.000729,1.4e-05,0.0,0.0018,-0.049857,-0.024828,,E2
RKLB,binance,bitget,8.0,8.0,89.708333,-0.001123,-0.00393,-0.006691,0.241758,0.0,0.0,0.0,0.227273,0.318182,17,1,2,0.0,-0.000153,-0.000141,0.000896,3.5e-05,0.158567,0.0022,-0.05848,-0.027889,,E2
AAPL,binance,bitget,8.0,8.0,89.708333,-0.000684,-0.004025,-0.000785,0.186813,0.0,0.0,0.0,0.294118,0.294118,12,1,4,0.004007,-0.000103,-0.000103,0.000462,2e-05,0.0,0.0022,-0.058041,-0.027451,,E2
QQQ,binance,bitget,8.0,8.0,89.708333,0.001133,-0.004064,-0.007533,0.252747,0.0,0.0,0.0,0.565217,0.608696,10,2,5,0.008081,-0.000313,-0.000316,0.000887,4.2e-05,0.055714,0.0022,-0.056224,-0.025634,-0.400367,E2
AAPL,aster,bybit,8.0,8.0,89.708333,-0.000589,-0.004089,-0.00339,0.076923,0.0,0.0,0.0,0.857143,0.0,1,7,7,0.006565,-2.4e-05,-2.7e-05,0.000382,2.3e-05,0.0,0.0019,-0.050125,-0.023706,-0.099661,E2
CBRS,aster,binance,8.0,8.0,89.708333,-0.00137,-0.004098,-0.005827,0.274725,0.0,0.0,0.0,0.32,0.2,17,1,5,0.00069,-4.7e-05,-6.1e-05,0.00051,3.1e-05,0.0,0.0018,-0.048298,-0.02327,,E2
XAG,bybit,bitget,4.0,4.0,89.875,-0.006804,-0.004121,0.014011,0.21978,0.0,0.0,0.0,0.55,0.2,9,1,8,0.007909,-1.8e-05,-7.1e-05,0.002503,6e-05,0.151066,0.0023,-0.066768,-0.034787,,E2
XPT,aster,binance,4.0,4.0,89.875,-0.012372,-0.004189,-0.003837,0.065934,0.0,0.0,0.0,0.333333,0.0,4,1,3,-0.001106,0.000256,0.000238,0.003057,5.4e-05,0.0,0.0018,-0.0593,-0.034272,,E2
QQQ,aster,bitget,8.0,8.0,89.708333,0.00197,-0.004441,-0.007793,0.274725,0.0,0.0,0.0,0.64,0.52,9,1,10,-0.009478,-0.000396,-0.000434,0.001011,5.1e-05,0.0,0.002,-0.050173,-0.022363,,E2
SOXL,bybit,bitget,8.0,8.0,89.708333,0.010824,-0.004457,-0.009425,0.516484,0.021978,0.0,0.0,0.574468,0.446809,20,2,13,0.024834,-0.000465,-0.000416,0.000778,0.000122,0.516555,0.0023,-0.049141,-0.01716,-0.408926,E2
BE,aster,binance,8.0,8.0,89.708333,-0.001958,-0.00448,-0.002251,0.098901,0.0,0.0,0.0,0.222222,0.0,7,1,2,0.0,-2.7e-05,-4.1e-05,0.000569,2.8e-05,0.0,0.0018,-0.048886,-0.023858,,E2
AMZN,aster,bybit,8.0,8.0,89.708333,-0.001729,-0.004505,-0.005856,0.197802,0.0,0.0,0.0,0.444444,0.444444,10,1,4,-0.002745,-0.000114,-0.000117,0.000723,3.7e-05,0.0,0.0019,-0.051265,-0.024846,,E2
SKHY,binance,bitget,8.0,8.0,52.708333,-0.00615,-0.004537,-0.012115,0.5,0.0,0.0,0.0,0.481481,0.481481,14,1,7,0.001406,0.000194,0.000509,0.000888,8.8e-05,0.0,0.0022,-0.063507,-0.032917,,E2
ARM,bybit,binance,8.0,8.0,89.708333,0.001527,-0.004559,-0.007136,0.318681,0.054945,0.0,0.0,0.482759,0.448276,15,2,4,0.015056,-0.000182,-6.3e-05,0.001341,0.000163,0.252211,0.0021,-0.053223,-0.024023,-0.381723,E2
SKHY,aster,bitget,8.0,8.0,52.375,-0.005636,-0.004659,-0.012417,0.45283,0.0,0.0,0.0,0.5,0.458333,12,1,6,0.001384,2.9e-05,0.000114,0.00087,7.4e-05,0.0,0.002,-0.057778,-0.029969,,E2
ARM,bybit,bitget,8.0,8.0,89.708333,0.006118,-0.004663,-0.004039,0.307692,0.065934,0.0,0.0,0.607143,0.392857,11,2,6,0.025127,-0.000336,-0.000218,0.001272,0.000164,0.318119,0.0023,-0.053847,-0.021866,-0.413632,E2
XAU,aster,binance,4.0,4.0,89.875,-0.011306,-0.004715,-0.004,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.000237,0.000238,0.002793,4.6e-05,0.005672,0.0018,-0.058234,-0.033206,,E2
BZ,binance,bitget,4.0,4.0,89.875,-0.015493,-0.005157,-0.002393,0.296703,0.021978,0.0,0.0,0.333333,0.185185,18,1,3,-0.022051,-4.3e-05,-7.2e-05,0.003999,0.000211,0.131816,0.0022,-0.07285,-0.04226,,E2
HOOD,bitget,bybit,8.0,8.0,89.708333,-0.001401,-0.005221,0.000697,0.098901,0.0,0.0,0.0,0.333333,0.111111,6,1,3,-0.024136,1.4e-05,-8e-06,0.000591,4.9e-05,0.0,0.0023,-0.061365,-0.029384,,E2
MRVL,aster,bitget,8.0,8.0,89.708333,-0.003507,-0.005242,-0.011362,0.197802,0.010989,0.0,0.0,0.222222,0.166667,14,1,4,-0.046338,-0.000161,-0.000174,0.001514,6.2e-05,0.0,0.002,-0.055649,-0.02784,,E2
SNXX,aster,bybit,8.0,8.0,23.375,-0.005504,-0.005361,-0.007767,0.166667,0.0,0.0,0.0,0.25,0.0,3,1,2,0.0,-0.000332,-0.000419,0.000375,2.8e-05,0.0,0.0019,-0.05504,-0.028621,,E2
HOOD,aster,bybit,8.0,8.0,89.708333,-0.000412,-0.005447,-7.8e-05,0.208791,0.0,0.0,0.0,0.473684,0.157895,10,2,4,-0.000173,-2.1e-05,-3.5e-05,0.000613,5.2e-05,0.0,0.0019,-0.049948,-0.023529,-0.347162,E2
AXTI,aster,bitget,8.0,8.0,82.708333,0.00256,-0.005475,-0.012003,0.178571,0.0,0.0,0.0,0.466667,0.333333,8,2,4,0.003626,-0.000309,-0.000323,0.000539,5.7e-05,0.0,0.002,-0.049583,-0.021774,-0.36244,E2
COIN,binance,bitget,8.0,8.0,89.708333,-0.00115,-0.005727,-0.007542,0.406593,0.0,0.0,0.0,0.378378,0.378378,23,1,6,0.007259,-0.000213,-0.000195,0.001007,4.7e-05,0.0,0.0022,-0.058507,-0.027916,,E2
META,binance,bybit,8.0,8.0,89.708333,-0.001553,-0.005782,-0.005213,0.307692,0.0,0.0,0.0,0.5,0.428571,14,1,8,0.003635,-0.000204,-0.000215,0.001166,5.7e-05,0.057893,0.0021,-0.056303,-0.027103,,E2
SNXX,binance,bybit,8.0,8.0,49.041667,0.002042,-0.005783,-0.000888,0.42,0.02,0.0,0.0,0.428571,0.285714,12,1,4,0.017621,-0.000189,-0.000267,0.00056,0.000103,0.0,0.0021,-0.052708,-0.023508,,E2
CBRS,binance,bitget,8.0,8.0,89.708333,-0.00169,-0.0058,-0.016078,0.307692,0.010989,0.0,0.0,0.321429,0.357143,19,1,6,0.008179,-0.000196,-0.000161,0.001178,7.5e-05,0.0,0.0022,-0.059047,-0.028456,,E2
COIN,binance,bybit,8.0,8.0,89.708333,-0.001014,-0.0058,-0.000432,0.43956,0.0,0.0,0.0,0.5,0.525,20,2,6,-0.000387,-0.00011,-0.000106,0.000811,4.5e-05,0.0,0.0021,-0.055764,-0.026564,-0.384264,E2
TQQQ,binance,bitget,8.0,8.0,68.708333,-0.001464,-0.005815,-0.008303,0.242857,0.0,0.0,0.0,0.352941,0.411765,11,1,3,0.004061,-0.000266,-0.000229,0.000727,3.9e-05,0.0,0.0022,-0.058821,-0.028231,,E2
PAXG,bybit,aster,4.0,4.0,89.875,-0.001452,-0.005897,-0.006528,0.395604,0.0,0.0,0.0,0.527778,0.361111,17,2,5,0.000336,-0.000102,-0.000169,0.000766,3.6e-05,0.008278,0.0019,-0.050988,-0.024569,-0.348202,E2
COHR,aster,binance,8.0,8.0,89.708333,-0.004616,-0.005994,-0.003163,0.087912,0.0,0.0,0.0,0.0,0.125,8,1,1,0.0,-3e-06,-3e-05,0.001353,3.2e-05,0.0,0.0018,-0.051545,-0.026516,,E2
ARM,aster,bitget,8.0,8.0,89.708333,-0.002372,-0.006021,-0.007486,0.043956,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,-0.000103,-0.000107,0.000653,1.7e-05,0.0,0.002,-0.054515,-0.026706,,E2
SOXL,binance,bitget,8.0,8.0,89.708333,0.006805,-0.006077,-0.008214,0.428571,0.021978,0.0,0.0,0.589744,0.512821,16,1,7,-0.001769,-0.000455,-0.000427,0.000681,0.000103,0.160275,0.0022,-0.050552,-0.019961,,E2
TQQQ,aster,bitget,8.0,8.0,66.375,-0.002599,-0.006101,-0.012307,0.104478,0.0,0.0,0.0,0.285714,0.142857,5,1,3,-0.000821,-0.00025,-0.000234,0.000695,3.3e-05,0.0,0.002,-0.054742,-0.026932,,E2
SKHYNIX,bitget,binance,4.0,4.0,89.708333,0.00238,-0.006106,-0.010938,0.461538,0.153846,0.032967,0.0,0.380952,0.571429,26,1,5,0.000494,4.4e-05,-0.000258,0.005853,0.000425,0.840347,0.0022,-0.054977,-0.024386,,E2
MUU,binance,bitget,8.0,8.0,47.041667,0.001751,-0.006161,-0.010765,0.375,0.0,0.0,0.0,0.333333,0.166667,12,1,3,-0.000969,-0.000638,-0.000492,0.000615,7.7e-05,0.047611,0.0022,-0.055606,-0.025016,,E2
SNXX,aster,bitget,8.0,8.0,23.375,-0.006336,-0.006171,-0.009249,0.375,0.0,0.0,0.0,0.333333,0.333333,6,1,4,0.010757,0.000144,8.2e-05,0.000625,0.000106,0.0,0.002,-0.058479,-0.030669,,E2
MUU,binance,aster,8.0,8.0,23.375,-0.006651,-0.006477,-0.009963,0.166667,0.0,0.0,0.0,0.0,0.25,4,1,1,0.0,-0.00075,-0.000589,0.000444,4.2e-05,0.047611,0.0018,-0.053579,-0.028551,,E2
ORCL,binance,bybit,8.0,8.0,89.708333,0.00038,-0.006509,-0.000821,0.406593,0.0,0.0,0.0,0.540541,0.513514,17,1,7,0.004447,-0.000228,-0.000224,0.001199,7.3e-05,0.0,0.0021,-0.05437,-0.02517,,E2
NBIS,bitget,bybit,8.0,8.0,89.708333,-0.016071,-0.006677,-0.007071,0.252747,0.010989,0.0,0.0,0.347826,0.130435,15,1,3,-0.001043,0.000388,0.0003,0.004254,0.000115,0.0,0.0023,-0.076035,-0.044055,,E2
SNXX,binance,bitget,8.0,8.0,49.708333,0.005136,-0.006806,-0.002371,0.529412,0.019608,0.0,0.0,0.518519,0.518519,13,1,9,0.003375,-0.000492,-0.000477,0.000884,0.000113,0.0,0.0022,-0.052222,-0.021631,,E2
CBRS,aster,bybit,8.0,8.0,89.708333,0.000741,-0.00694,-0.0061,0.307692,0.010989,0.0,0.0,0.464286,0.214286,15,1,9,0.002372,-7.9e-05,-7.5e-05,0.000736,6.5e-05,0.0,0.0019,-0.048795,-0.022376,,E2
XAU,bybit,binance,4.0,4.0,89.875,-0.005562,-0.00702,0.003077,0.208791,0.0,0.0,0.0,0.526316,0.210526,9,1,5,0.004077,0.000103,7.7e-05,0.001588,5.5e-05,0.381104,0.0021,-0.060312,-0.031112,,E2
SOXL,aster,bitget,8.0,8.0,89.708333,0.007392,-0.007167,-0.009095,0.428571,0.021978,0.0,0.0,0.538462,0.461538,18,2,7,0.000558,-0.00042,-0.000367,0.000635,0.0001,0.12391,0.002,-0.04475,-0.016941,-0.357608,E2
META,binance,bitget,8.0,8.0,89.708333,-0.001543,-0.007359,-0.004705,0.274725,0.0,0.0,0.0,0.44,0.28,14,1,4,0.001032,-0.000155,-0.000164,0.000882,3e-05,0.057893,0.0022,-0.0589,-0.02831,,E2
AAPL,aster,bitget,8.0,8.0,89.708333,-0.003156,-0.007389,-0.007329,0.010989,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,-0.000119,-0.000126,0.000821,2e-05,0.0,0.002,-0.055299,-0.02749,,E2
AXTI,aster,bybit,8.0,8.0,77.041667,9.7e-05,-0.007473,-0.006213,0.153846,0.012821,0.0,0.0,0.333333,0.166667,8,2,2,0.0,-0.000174,-0.000209,0.000751,6.7e-05,0.0,0.0019,-0.049438,-0.023019,-0.346653,E2
AVGO,aster,bitget,8.0,8.0,89.708333,-0.002156,-0.00777,-0.013032,0.087912,0.0,0.0,0.0,0.25,0.25,6,1,2,0.0,-0.000151,-0.000178,0.000654,2.7e-05,0.0,0.002,-0.054299,-0.026489,,E2
ORCL,bitget,bybit,8.0,8.0,89.708333,-0.001907,-0.007777,-0.001383,0.252747,0.0,0.0,0.0,0.391304,0.391304,14,1,4,0.002368,-0.000168,-0.000178,0.001163,5.7e-05,0.0,0.0023,-0.061871,-0.02989,,E2
INTC,aster,bitget,8.0,8.0,89.708333,-3.7e-05,-0.008051,-0.014766,0.241758,0.0,0.0,0.0,0.363636,0.363636,14,1,4,0.039705,-0.000227,-0.000208,0.000751,4.4e-05,0.15042,0.002,-0.05218,-0.02437,,E2
COIN,aster,bitget,8.0,8.0,89.708333,-0.005517,-0.008374,-0.008519,0.131868,0.0,0.0,0.0,0.166667,0.333333,10,1,2,0.0,-0.000137,-0.000146,0.001498,3.1e-05,0.0,0.002,-0.057659,-0.02985,,E2
AAOI,aster,binance,8.0,8.0,82.708333,-0.004063,-0.008376,-0.012831,0.238095,0.0,0.0,0.0,0.3,0.3,14,1,4,0.00323,-1.2e-05,4.7e-05,0.000921,5e-05,0.0,0.0018,-0.050992,-0.025963,,E2
COIN,aster,bybit,8.0,8.0,89.708333,-0.005381,-0.008448,-0.001408,0.153846,0.0,0.0,0.0,0.285714,0.214286,10,1,3,-0.000413,-3.4e-05,-5.7e-05,0.001382,4.5e-05,0.0,0.0019,-0.054917,-0.028498,,E2
ORCL,aster,bybit,8.0,8.0,89.708333,-0.002061,-0.008733,-0.002484,0.307692,0.0,0.0,0.0,0.464286,0.392857,15,1,7,-0.003073,-0.000172,-0.000178,0.001236,5.7e-05,0.0,0.0019,-0.051596,-0.025177,,E2
AVGO,aster,bybit,8.0,8.0,89.708333,-0.003019,-0.008816,-0.006518,0.065934,0.0,0.0,0.0,0.333333,0.0,4,2,2,0.0,-2.3e-05,4.8e-05,0.000742,4.8e-05,0.0,0.0019,-0.052555,-0.026136,-0.349769,E2
XPT,binance,bitget,4.0,4.0,89.875,-0.00147,-0.009334,-0.008761,0.307692,0.010989,0.0,0.0,0.5,0.535714,14,2,4,0.002199,-0.000505,-0.000576,0.002495,9.8e-05,0.0,0.0022,-0.058827,-0.028236,-0.40297,E2
RKLB,aster,bitget,8.0,8.0,89.708333,-0.005871,-0.009399,-0.016829,0.098901,0.0,0.0,0.0,0.444444,0.222222,5,2,3,0.004632,-0.000207,-0.000208,0.00175,3.5e-05,0.0,0.002,-0.058014,-0.030204,-0.370871,E2
SAMSUNG,aster,binance,4.0,4.0,89.708333,0.001509,-0.009536,-0.014294,0.351648,0.043956,0.0,0.0,0.5,0.3125,16,2,5,0.011676,-0.000373,-0.00053,0.001233,0.000116,0.104923,0.0018,-0.04542,-0.020391,-0.326991,E2
SAMSUNG,aster,bybit,4.0,8.0,89.375,0.03726,-0.009555,-0.026994,0.544444,0.211111,0.022222,0.0,0.510204,0.632653,24,1,6,0.054097,-0.0006,-0.000399,0.001911,0.000384,0.136065,0.0019,-0.012275,0.014144,,E2
CBRS,aster,bitget,8.0,8.0,89.708333,-0.00306,-0.009898,-0.021905,0.21978,0.010989,0.0,0.0,0.35,0.15,13,1,3,0.008403,-0.000242,-0.000222,0.001383,6.6e-05,0.0,0.002,-0.055202,-0.027393,,E2
AAOI,aster,bitget,8.0,8.0,82.708333,0.001032,-0.010608,-0.017241,0.321429,0.0,0.0,0.0,0.481481,0.444444,14,1,5,0.00337,-0.000396,-0.000361,0.001077,6.1e-05,0.0,0.002,-0.051111,-0.023301,,E2
GOOGL,bybit,bitget,8.0,8.0,89.708333,-0.005335,-0.010712,0.002808,0.252747,0.021978,0.0,0.0,0.565217,0.347826,10,2,7,0.000347,-5.1e-05,-3.7e-05,0.001558,8.3e-05,0.06801,0.0023,-0.0653,-0.033319,-0.425085,E2
AXTI,aster,binance,8.0,8.0,82.708333,-0.008278,-0.011467,-0.010657,0.119048,0.0,0.0,0.0,0.1,0.1,9,1,2,0.0,2.7e-05,0.000123,0.001934,5.8e-05,0.0,0.0018,-0.055206,-0.030178,,E2
META,aster,bybit,8.0,8.0,89.708333,-0.004683,-0.011708,-0.015219,0.142857,0.0,0.0,0.0,0.384615,0.153846,8,2,3,-0.005373,-0.000263,-0.000278,0.001643,5.9e-05,0.0,0.0019,-0.054219,-0.0278,-0.351433,E2
META,aster,bitget,8.0,8.0,89.708333,-0.004673,-0.013284,-0.014711,0.131868,0.0,0.0,0.0,0.166667,0.166667,10,1,2,0.0,-0.000214,-0.000228,0.001337,3.8e-05,0.0,0.002,-0.056816,-0.029007,,E2
XAU,bybit,bitget,4.0,4.0,89.875,-0.00694,-0.013508,-0.006841,0.274725,0.0,0.0,0.0,0.56,0.36,11,2,7,0.000805,-6.5e-05,-7.4e-05,0.001797,6.6e-05,0.225001,0.0023,-0.066904,-0.034923,-0.42669,E2
XPT,aster,bitget,4.0,4.0,89.875,-0.013841,-0.013523,-0.012598,0.153846,0.010989,0.0,0.0,0.357143,0.142857,9,1,3,0.004411,-0.000249,-0.000338,0.003656,9.5e-05,0.0,0.002,-0.065984,-0.038175,,E2
GOOGL,binance,bitget,8.0,8.0,89.708333,-0.009425,-0.014137,0.002438,0.274725,0.0,0.0,0.0,0.36,0.36,16,1,4,0.001647,-6.4e-05,-8.3e-05,0.002421,5e-05,0.07008,0.0022,-0.066782,-0.036192,,E2
GOOGL,aster,bitget,8.0,8.0,89.708333,-0.011933,-0.015544,0.001308,0.131868,0.0,0.0,0.0,0.25,0.166667,9,1,3,-0.003105,-1.1e-05,-2e-05,0.002991,5e-05,0.052954,0.002,-0.064075,-0.036266,,E2
CL,bybit,aster,4.0,4.0,89.875,-0.007136,-0.027847,-0.006604,0.43956,0.021978,0.0,0.0,0.75,0.6,10,3,16,0.002874,-0.000374,-0.000284,0.003952,0.000204,0.122684,0.0019,-0.056672,-0.030253,-0.238303,E2
SKHYNIX,bybit,binance,8.0,4.0,89.375,-0.053392,-0.03074,0.00121,0.377778,0.066667,0.022222,0.0,0.411765,0.352941,20,2,4,0.00207,0.000303,-0.000117,0.015322,0.000421,0.193136,0.0021,-0.108142,-0.078942,-0.436642,E2
CL,binance,aster,4.0,4.0,89.875,-0.032568,-0.038191,-0.00411,0.384615,0.0,0.0,0.0,0.571429,0.457143,15,2,7,-0.000179,0.000189,0.000302,0.008034,0.000275,0.024922,0.0018,-0.079497,-0.054468,-0.361068,E2
BZ,aster,bybit,4.0,8.0,89.708333,-0.028961,-0.056776,-0.007518,0.263736,0.010989,0.0,0.0,0.416667,0.208333,14,1,8,0.000323,-0.000516,-0.000617,0.007342,0.00023,0.160888,0.0019,-0.078496,-0.052077,,E2
BZ,binance,bybit,4.0,8.0,89.708333,-0.039441,-0.066598,-0.014898,0.263736,0.0,0.0,0.0,0.333333,0.125,16,1,4,-0.008689,-0.000482,-0.000585,0.009709,0.000255,0.078282,0.0021,-0.094191,-0.064991,,E2
UNITREE,aster,bybit,4.0,8.0,26.375,-0.095656,-0.093442,-0.205102,0.666667,0.037037,0.0,0.0,0.777778,0.5,4,2,13,-0.001953,-0.005491,-0.010562,0.00814,0.000755,0.011903,0.0019,-0.145192,-0.118773,-0.442406,E2
PAXG,aster,dydx,4.0,1.0,41.583333,-0.112065,-0.152869,-0.03698,0.372093,0.023256,0.023256,0.0,0.5,0.25,8,1,6,0.008439,-0.002208,-0.005131,0.014547,0.000796,0.101222,0.0018,-0.158994,-0.133965,,E2
PAXG,bybit,dydx,4.0,1.0,41.583333,-0.115862,-0.158766,-0.043508,0.372093,0.023256,0.023256,0.0,0.5,0.1875,8,1,6,0.010927,-0.002403,-0.005527,0.014933,0.000801,0.1095,0.0021,-0.170612,-0.141412,,E2
PAXG,bitget,dydx,4.0,1.0,41.583333,-0.120077,-0.16105,-0.041783,0.302326,0.023256,0.023256,0.0,0.538462,0.230769,6,2,6,0.009512,-0.002119,-0.005192,0.015373,0.000793,0.03066,0.0022,-0.177434,-0.146844,-0.521577,E2
PAXG,binance,dydx,4.0,1.0,41.583333,-0.121895,-0.163848,-0.045472,0.27907,0.023256,0.023256,0.0,0.666667,0.166667,4,3,6,0.010216,-0.002305,-0.005379,0.015457,0.000811,0.098419,0.002,-0.174038,-0.146228,-0.365228,E2
